StockCode,Description,Category,AvgUnitPrice,PriceStd,TotalUnitsSold,TotalRevenue,NumInvoices,UniqueCustomers,CountriesSoldTo,AvgQuantityPerInvoice,CustomerPenetration,RevenuePerCustomer,UnitsPerCustomer,InvoicePenetration
15058A,BLUE WHITE SPOTS GARDEN PARASOL,Garden & Outdoor,7.187383177570094,1.49619160338974,419,2499.05,106,76,8,3.952830188679245,0.012929567880231372,32.882236842105264,5.5131578947368425,0.002867267169790906
15058B,PINK WHITE SPOTS GARDEN PARASOL,Garden & Outdoor,7.488461538461539,1.2102129501105927,301,1920.95,91,65,10,3.3076923076923075,0.011058183055461041,29.553076923076922,4.630769230769231,0.0024615218155752115
15058C,ICE CREAM DESIGN GARDEN PARASOL,Garden & Outdoor,6.597887323943662,1.9056201956265784,413,1963.35,71,56,5,5.816901408450704,0.00952705001701259,35.059821428571425,7.375,0.001920528009954286
15059A,ENGLISH ROSE EDWARDIAN PARASOL,General Gifts,3.0,0.0,505,1515.0,1,1,1,505.0,0.0001701258931609391,1515.0,505.0,2.7049690281046283e-05
15060B,FAIRY CAKE DESIGN UMBRELLA,General Gifts,3.765177304964539,0.40017007565223456,1156,4209.42,274,174,11,4.218978102189781,0.029601905410003404,24.19206896551724,6.64367816091954,0.007411615137006681
16008,SMALL FOLDING SCISSOR(POINTED EDGE),General Gifts,0.15732558139534883,0.05983161506613963,3143,423.46,85,64,8,36.976470588235294,0.010888057162300102,6.6165625,49.109375,0.002299223673888934
16010,FOLDING CAMPING SCISSOR W/KNIF & S,General Gifts,0.12,0.0,44,5.279999999999999,4,4,1,11.0,0.0006805035726437564,1.3199999999999998,11.0,0.00010819876112418513
16011,ANIMAL STICKERS,Stationery & Crafts,0.20956896551724136,0.004642383454426289,3906,819.06,112,83,3,34.875,0.014120449132357944,9.868192771084336,47.06024096385542,0.0030295653114771836
16012,FOOD/DRINK SPONGE STICKERS,Stationery & Crafts,0.20941860465116277,0.0053916386601719135,2949,618.09,82,67,6,35.96341463414634,0.01139843484178292,9.225223880597015,44.014925373134325,0.002218074603045795
16014,SMALL CHINESE STYLE SCISSOR,General Gifts,0.395,0.0435285750066007,30369,9838.98,92,46,5,330.0978260869565,0.007825791085403199,213.89086956521737,660.195652173913,0.002488571505856258
16015,MEDIUM CHINESE STYLE SCISSOR,General Gifts,0.48727272727272725,0.04055558216516248,1573,711.88,65,40,1,24.2,0.006805035726437564,17.797,39.325,0.0017582298682680083
16016,LARGE CHINESE STYLE SCISSOR,General Gifts,0.8404587155963302,0.034058373667184234,2331,1885.15,105,57,6,22.2,0.00969717591017353,33.07280701754386,40.89473684210526,0.0028402174795098597
16020C,CLEAR STATIONERY BOX SET,Storage & Bags,0.85,0.0,82,69.69999999999999,24,22,1,3.4166666666666665,0.00374276964954066,3.1681818181818175,3.727272727272727,0.0006491925667451107
16033,MINI HIGHLIGHTER PENS,Stationery & Crafts,0.1163265306122449,0.009936019816602542,15001,1530.12,49,43,6,306.14285714285717,0.007315413405920381,35.584186046511626,348.86046511627904,0.001325434823771268
16043,POP ART PUSH DOWN RUBBER,General Gifts,0.31,0.16348477827391983,2142,179.04,12,11,2,178.5,0.00187138482477033,16.276363636363637,194.72727272727272,0.00032459628337255537
16044,POP-ART FLUORESCENT PENS,Stationery & Crafts,0.24,0.2545584412271571,6192,388.8,2,2,2,3096.0,0.0003402517863218782,194.4,3096.0,5.4099380562092566e-05
16045,POPART WOODEN PENCILS ASST,Stationery & Crafts,0.04767123287671233,0.02371828572274081,9300,428.0,72,65,4,129.16666666666666,0.011058183055461041,6.584615384615384,143.07692307692307,0.0019475777002353322
16046,TEATIME PEN CASE & PENS,Storage & Bags,0.7569230769230769,0.2390056071336555,9954,1047.78,45,44,2,221.2,0.00748553929908132,23.813181818181818,226.22727272727272,0.0012172360626470826
16047,POP ART PEN CASE & PENS,Storage & Bags,0.7858333333333333,0.21739398549071276,10589,1017.2900000000001,23,21,2,460.39130434782606,0.003572643756379721,48.44238095238096,504.23809523809524,0.0006221428764640645
16048,TEATIME ROUND PENCIL SHARPENER,Stationery & Crafts,0.19183098591549294,0.12893309293865698,3414,498.78,69,59,7,49.47826086956522,0.010037427696495406,8.453898305084746,57.86440677966102,0.0018664286293921934
16049,TEATIME GEL PENS ASST,Stationery & Crafts,0.27599999999999997,0.15297058540778355,3144,542.88,25,22,1,125.76,0.00374276964954066,24.676363636363636,142.9090909090909,0.000676242257026157
16050,TEATIME PENCIL WITH RUBBER,Stationery & Crafts,0.25,0.0,122,30.5,4,4,1,30.5,0.0006805035726437564,7.625,30.5,0.00010819876112418513
16051,TEATIME PENCIL W STAMP ASST,Stationery & Crafts,0.3,0.20784609690826528,938,82.2,3,3,3,312.6666666666667,0.0005103776794828172,27.400000000000002,312.6666666666667,8.114907084313884e-05
16052,TEATIME PUSH DOWN RUBBER,General Gifts,0.3871428571428571,0.08247077404407316,810,249.35,21,18,3,38.57142857142857,0.003062266076896904,13.852777777777778,45.0,0.0005680434959019719
16053,POPART COL BALLPOINT PEN ASST,Stationery & Crafts,0.16499999999999998,0.08332380897952962,4298,182.58,8,8,3,537.25,0.0013610071452875127,22.8225,537.25,0.00021639752224837026
16054,POPART RECT PENCIL SHARPENER ASST,Stationery & Crafts,0.16054054054054054,0.10397504898200727,1205,156.9,37,32,4,32.567567567567565,0.005444028581150051,4.903125,37.65625,0.0010008385403987125
16119,FUNKY GIRL ADDRESS BOOK,General Gifts,1.0014285714285713,0.4245165317326119,271,128.21,7,7,2,38.714285714285715,0.0011908812521265737,18.315714285714286,38.714285714285715,0.00018934783196732397
16151A,FLOWERS HANDBAG blue and orange,Storage & Bags,2.25,1.3693063937629153,52,72.5,5,5,1,10.4,0.0008506294658046955,14.5,10.4,0.00013524845140523142
16156L,"WRAP, CAROUSEL",Kids & Toys,0.42,0.0,950,399.0,36,33,8,26.38888888888889,0.00561415447431099,12.090909090909092,28.78787878787879,0.0009737888501176661
16156N,"WRAP, FRIENDSHIP ON GREEN",Stationery & Crafts,0.42,0.0,1450,609.0,55,51,1,26.363636363636363,0.008676420551207894,11.941176470588236,28.431372549019606,0.0014877329654575456
16156S,WRAP PINK FAIRY CAKES,Stationery & Crafts,0.41534441805225647,0.01859819879799056,16686,6569.12,417,271,13,40.014388489208635,0.0461041170466145,24.24029520295203,61.571955719557195,0.0112797208471963
16161C,WRAP SPEED DEMONS,Stationery & Crafts,0.1,0.0,450,45.0,2,2,1,225.0,0.0003402517863218782,22.5,225.0,5.4099380562092566e-05
16161E,WRAP BOUDOIR,Stationery & Crafts,0.1,0.0,750,75.0,9,8,1,83.33333333333333,0.0013610071452875127,9.375,93.75,0.00024344721252941653
16161G,WRAP BAD HAIR DAY,Stationery & Crafts,0.1,0.0,975,97.5,33,31,4,29.545454545454547,0.005273902687989112,3.1451612903225805,31.451612903225808,0.0008926397792745273
16161M,WRAP  PINK FLOCK,Stationery & Crafts,0.418,0.012649110640673512,1075,449.5,39,36,2,27.564102564102566,0.006124532153793808,12.48611111111111,29.86111111111111,0.001054937920960805
16161P,WRAP ENGLISH ROSE,Stationery & Crafts,0.4189639639639639,0.008904233834997523,13298,5477.4,440,289,18,30.222727272727273,0.0491663831235114,18.95294117647059,46.01384083044983,0.011901863723660365
16161U,WRAP SUKI AND FRIENDS,Stationery & Crafts,0.41805642633228834,0.012182442300141852,10051,4095.42,317,203,13,31.706624605678233,0.034535556311670636,20.17448275862069,49.51231527093596,0.008574751819091671
16162L,THE KING GIFT BAG,Storage & Bags,0.5182352941176471,0.23217006951041425,8083,553.7900000000001,17,16,2,475.47058823529414,0.0027220142905750254,34.611875000000005,505.1875,0.0004598447347777868
16162M,THE KING GIFT BAG 25x24x12cm,Storage & Bags,0.42,0.0,86,36.12,12,10,1,7.166666666666667,0.001701258931609391,3.6119999999999997,8.6,0.00032459628337255537
16168M,FUNKY MONKEY GIFT BAG MEDIUM,Storage & Bags,0.3903703703703703,0.08156402654525666,1602,435.24,53,42,2,30.22641509433962,0.007145287512759442,10.362857142857143,38.142857142857146,0.001433633584895453
16168S,FUNKY MONKEY GIFT BAG SMALL,Storage & Bags,0.1757142857142857,0.10690449676496974,1274,121.85999999999999,7,4,1,182.0,0.0006805035726437564,30.464999999999996,318.5,0.00018934783196732397
16169A,WRAP CHRISTMAS DECOUPAGE,Party & Seasonal,0.42,0.0,25,10.5,1,1,1,25.0,0.0001701258931609391,10.5,25.0,2.7049690281046283e-05
16169C,WRAP BLUE REINDEER,Stationery & Crafts,0.42,0.0,1350,567.0,43,42,4,31.3953488372093,0.007145287512759442,13.5,32.142857142857146,0.0011631366820849902
16169D,WRAP WINTER FOREST,Stationery & Crafts,0.42,0.0,250,105.0,9,9,2,27.77777777777778,0.001531133038448452,11.666666666666666,27.77777777777778,0.00024344721252941653
16169E,WRAP 50'S  CHRISTMAS,Party & Seasonal,0.41919999999999996,0.006904915086298545,4563,1892.46,149,143,9,30.624161073825505,0.02432800272201429,13.233986013986014,31.90909090909091,0.004030403851875896
16169F,WRAP BLIZZARD,Stationery & Crafts,0.42,0.0,975,409.5,34,34,2,28.676470588235293,0.005784280367471929,12.044117647058824,28.676470588235293,0.0009196894695555736
16169G,WRAP ROMANTIC DECOUPAGE,Stationery & Crafts,0.42,0.0,25,10.5,1,1,1,25.0,0.0001701258931609391,10.5,25.0,2.7049690281046283e-05
16169K,WRAP FOLK ART,Stationery & Crafts,0.3625,0.10043338293007788,2075,658.75,59,56,5,35.16949152542373,0.00952705001701259,11.763392857142858,37.05357142857143,0.0015959317265817306
16169M,WRAP DAISY CARPET,Kids & Toys,0.35483333333333333,0.10451650857626149,2060,640.95,59,56,4,34.91525423728814,0.00952705001701259,11.445535714285715,36.785714285714285,0.0015959317265817306
16169N,WRAP BLUE RUSSIAN FOLKART,Stationery & Crafts,0.35140350877192983,0.10615754122481,2050,636.75,56,52,8,36.607142857142854,0.008846546444368834,12.245192307692308,39.42307692307692,0.0015147826557385918
16169P,WRAP GREEN RUSSIAN FOLKART,Stationery & Crafts,0.3577083333333333,0.10329135786661472,1750,533.75,48,46,5,36.458333333333336,0.007825791085403199,11.603260869565217,38.04347826086956,0.0012983851334902215
16201A,PASTEL PINK PHOTO ALBUM,Home Decor,2.55,1.697056274847714,100,199.8,8,7,1,12.5,0.0011908812521265737,28.542857142857144,14.285714285714286,0.00021639752224837026
16201B,PASTEL BLUE PHOTO ALBUM,Home Decor,1.95,0.0,24,46.8,2,2,1,12.0,0.0003402517863218782,23.4,12.0,5.4099380562092566e-05
16202A,PASTEL PINK PHOTO ALBUM,Home Decor,3.787,2.2776999016782837,661,272.0,19,16,3,34.78947368421053,0.0027220142905750254,17.0,41.3125,0.0005139441153398794
16202B,PASTEL BLUE PHOTO ALBUM,Home Decor,3.191111111111111,2.255651435548678,1034,469.21,18,13,4,57.44444444444444,0.0022116366110922084,36.09307692307692,79.53846153846153,0.00048689442505883305
16202C,BEIGE PHOTO ALBUM,Home Decor,3.0300000000000002,1.7389652095427326,94,201.29999999999998,10,10,3,9.4,0.001701258931609391,20.13,9.4,0.00027049690281046284
16202E,BLACK PHOTO ALBUM,Home Decor,2.723076923076923,2.0489443811199655,81,150.6,13,12,1,6.230769230769231,0.002041510717931269,12.549999999999999,6.75,0.0003516459736536017
16206B,RED PURSE WITH PINK HEART,Home Decor,1.23125,0.07500000000000001,96,116.4,16,14,2,6.0,0.0023817625042531474,8.314285714285715,6.857142857142857,0.0004327950444967405
16207A,PINK STRAWBERRY HANDBAG,Storage & Bags,2.95,0.0,55,162.25000000000003,19,17,2,2.8947368421052633,0.0028921401837359645,9.544117647058826,3.235294117647059,0.0005139441153398794
16207B,PINK HEART RED HANDBAG,Home Decor,2.5200000000000005,0.7363423117002038,211,315.96000000000004,13,12,2,16.23076923076923,0.002041510717931269,26.330000000000002,17.583333333333332,0.0003516459736536017
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,General Gifts,0.65,0.0,366,237.9,30,29,3,12.2,0.004933650901667233,8.203448275862069,12.620689655172415,0.0008114907084313884
16215,FUNKY GIRLZ MAGNETIC TO DO LIST,General Gifts,0.65,0.0,8,5.2,3,3,1,2.6666666666666665,0.0005103776794828172,1.7333333333333334,2.6666666666666665,8.114907084313884e-05
16216,LETTER SHAPE PENCIL SHARPENER,Stationery & Crafts,0.12607594936708863,0.058647528671542985,4135,358.18,78,69,2,53.01282051282051,0.011738686628104797,5.191014492753624,59.927536231884055,0.00210987584192161
16218,CARTOON  PENCIL SHARPENERS,Kids & Toys,0.098,0.04853207515489709,4525,375.6,70,60,4,64.64285714285714,0.010207553589656346,6.260000000000001,75.41666666666667,0.0018934783196732398
16219,HOUSE SHAPE PENCIL SHARPENER,Stationery & Crafts,0.12515151515151515,0.07440517815401383,3206,371.01,66,58,6,48.57575757575758,0.009867301803334467,6.3967241379310344,55.275862068965516,0.0017852795585490545
16225,RATTLE SNAKE EGGS,General Gifts,1.1849137931034481,0.504653985100347,1423,1082.39,112,90,3,12.705357142857142,0.015311330384484519,12.026555555555557,15.811111111111112,0.0030295653114771836
16235,RECYCLED PENCIL WITH RABBIT ERASER,Stationery & Crafts,0.21160714285714283,0.023884210632473406,5176,1050.06,160,124,6,32.35,0.02109561075195645,8.468225806451612,41.74193548387097,0.0043279504449674055
16236,KITTY PENCIL ERASERS,Stationery & Crafts,0.20965986394557823,0.004123930494211611,2425,503.65,143,108,6,16.958041958041957,0.01837359646138142,4.663425925925925,22.453703703703702,0.003868105710189618
16237,SLEEPING CAT ERASERS,Stationery & Crafts,0.2077715877437326,0.0103320932720646,10254,2051.34,340,209,8,30.158823529411766,0.03555631167063627,9.815023923444977,49.0622009569378,0.009196894695555735
16238,PARTY TIME PENCIL ERASERS,Party & Seasonal,0.2245390070921986,0.05435958553012608,2291,481.81,135,104,7,16.97037037037037,0.017693092888737667,4.632788461538461,22.028846153846153,0.003651708187941248
16239,BALLERINA HEART DECORATION.,Home Decor,2.6884615384615387,0.6384074737689892,338,468.4,13,13,2,26.0,0.0022116366110922084,36.03076923076923,26.0,0.0003516459736536017
16243B,BROWN COZY SQUARE PHOTO ALBUM,Home Decor,1.95,0.0,205,399.75,1,1,1,205.0,0.0001701258931609391,399.75,205.0,2.7049690281046283e-05
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,Home Decor,3.483333333333333,1.1877148928369412,142,293.0,6,6,1,23.666666666666668,0.0010207553589656345,48.833333333333336,23.666666666666668,0.00016229814168627768
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,Home Decor,2.91875,1.5002231976799796,309,612.85,8,8,1,38.625,0.0013610071452875127,76.60625,38.625,0.00021639752224837026
16245A,PINK MINI STATIONERY SET W CASE,Storage & Bags,1.25,0.0,11,13.75,7,7,1,1.5714285714285714,0.0011908812521265737,1.9642857142857142,1.5714285714285714,0.00018934783196732397
16248B,BLUE HOLE PUNCH,General Gifts,1.25,0.0,82,102.5,12,12,1,6.833333333333333,0.002041510717931269,8.541666666666666,6.833333333333333,0.00032459628337255537
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,Stationery & Crafts,0.898,0.28383835281074293,912,258.36,19,17,2,48.0,0.0028921401837359645,15.19764705882353,53.64705882352941,0.0005139441153398794
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,Stationery & Crafts,0.42000000000000004,0.0,493,207.06,20,17,2,24.65,0.0028921401837359645,12.18,29.0,0.0005409938056209257
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,Home Decor,0.42000000000000004,0.0,169,70.98,10,8,1,16.9,0.0013610071452875127,8.8725,21.125,0.00027049690281046284
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,Storage & Bags,0.4243037974683544,0.1500912845682356,1040,353.07,74,58,6,14.054054054054054,0.009867301803334467,6.087413793103448,17.93103448275862,0.002001677080797425
16258B,DAISY ERASERS IN BAG,Storage & Bags,0.29733333333333334,0.11877148928369412,1015,219.76,13,13,1,78.07692307692308,0.0022116366110922084,16.904615384615383,78.07692307692308,0.0003516459736536017
16259,PIECE OF CAMO STATIONERY SET,General Gifts,0.14618181818181816,0.06558824728423672,5473,766.09,55,46,4,99.50909090909092,0.007825791085403199,16.65413043478261,118.97826086956522,0.0014877329654575456
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,General Gifts,0.27956521739130435,0.027548017726007276,1211,299.34999999999997,23,20,2,52.65217391304348,0.003402517863218782,14.967499999999998,60.55,0.0006221428764640645
17003,BROCADE RING PURSE,Accessories,0.26433915211970077,0.08081846749524085,71129,14827.71,387,215,6,183.79586563307492,0.0365770670296019,68.96609302325581,330.8325581395349,0.010468230138764911
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,Home Decor,2.1,0.0,46,96.60000000000001,6,6,1,7.666666666666667,0.0010207553589656345,16.1,7.666666666666667,0.00016229814168627768
17011A,ORIGAMI VANILLA INCENSE+FLOWER,Garden & Outdoor,1.3166666666666667,0.8675636383958624,254,150.0,6,6,2,42.333333333333336,0.0010207553589656345,25.0,42.333333333333336,0.00016229814168627768
17011B,ORIGAMI JASMINE INCENSE+FLOWER,Garden & Outdoor,1.2,1.2727922061357857,19,11.100000000000001,2,2,2,9.5,0.0003402517863218782,5.550000000000001,9.5,5.4099380562092566e-05
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,Garden & Outdoor,0.65,0.0,334,217.1,1,1,1,334.0,0.0001701258931609391,217.1,334.0,2.7049690281046283e-05
17011D,ORIGAMI ROSE INCENSE+FLOWER,Garden & Outdoor,0.475,0.24748737341529164,207,129.3,2,2,2,103.5,0.0003402517863218782,64.65,103.5,5.4099380562092566e-05
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,Garden & Outdoor,0.65,0.0,124,80.60000000000001,1,1,1,124.0,0.0001701258931609391,80.60000000000001,124.0,2.7049690281046283e-05
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,Garden & Outdoor,1.4233333333333333,0.7487767802667674,380,315.15000000000003,15,15,3,25.333333333333332,0.0025518883974140864,21.01,25.333333333333332,0.0004057453542156942
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,Home Decor,1.3257142857142856,0.7878088963339124,644,586.6,34,30,3,18.941176470588236,0.005103776794828173,19.553333333333335,21.466666666666665,0.0009196894695555736
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,Home Decor,1.3385416666666667,0.7872142901729378,617,590.8499999999999,48,43,3,12.854166666666666,0.007315413405920381,13.740697674418602,14.348837209302326,0.0012983851334902215
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,General Gifts,1.4105263157894736,0.8142007936196248,778,749.8,56,47,2,13.892857142857142,0.007995916978564138,15.953191489361702,16.5531914893617,0.0015147826557385918
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,Home Decor,1.2669811320754716,0.7384328126972178,428,430.09999999999997,51,41,3,8.392156862745098,0.006975161619598503,10.490243902439024,10.439024390243903,0.0013795342043333603
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,Home Decor,2.1038461538461535,0.8518268452913269,264,248.39999999999998,12,12,2,22.0,0.002041510717931269,20.7,22.0,0.00032459628337255537
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,General Gifts,1.0957446808510638,0.6170432466023865,493,451.45,47,38,3,10.48936170212766,0.006464783940115686,11.880263157894737,12.973684210526315,0.0012713354432091753
17013B,ORIGAMI JASMINE INCENSE IN TUBE,General Gifts,0.845,0.6010407640085654,255,217.6,2,2,1,127.5,0.0003402517863218782,108.8,127.5,5.4099380562092566e-05
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,General Gifts,0.42,0.0,213,89.46000000000001,2,2,1,106.5,0.0003402517863218782,44.730000000000004,106.5,5.4099380562092566e-05
17013D,ORIGAMI ROSE INCENSE IN TUBE,General Gifts,1.0,0.6355706097673176,1048,515.46,21,17,2,49.904761904761905,0.0028921401837359645,30.321176470588238,61.64705882352941,0.0005680434959019719
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,General Gifts,1.3125,0.6749999999999999,61,25.05,4,4,2,15.25,0.0006805035726437564,6.2625,15.25,0.00010819876112418513
17014A,ORIGAMI VANILLA INCENSE CONES,General Gifts,0.7022222222222222,0.5379771783676742,247,111.81,9,9,1,27.444444444444443,0.001531133038448452,12.423333333333334,27.444444444444443,0.00024344721252941653
17014C,ORIGAMI LAVENDER INCENSE CONES,General Gifts,0.42,0.0,96,40.32,1,1,1,96.0,0.0001701258931609391,40.32,96.0,2.7049690281046283e-05
17014D,ORIGAMI ROSE INCENSE CONES,General Gifts,1.015,0.6969863700245507,476,194.28,5,5,2,95.2,0.0008506294658046955,38.856,95.2,0.00013524845140523142
17014E,ORIGAMI OPIUM INCENSE CONES,General Gifts,1.3125,0.6749999999999999,93,33.3,4,4,2,23.25,0.0006805035726437564,8.325,23.25,0.00010819876112418513
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,General Gifts,1.3125,0.6749999999999999,61,23.699999999999996,4,4,2,15.25,0.0006805035726437564,5.924999999999999,15.25,0.00010819876112418513
17021,NAMASTE SWAGAT INCENSE,General Gifts,0.29524752475247523,0.01628459759441053,4430,1161.24,75,45,2,59.06666666666667,0.007655665192242259,25.805333333333333,98.44444444444444,0.0020287267710784713
17027A,INCENSE BAZAAR CANNABIS,General Gifts,0.355,0.09192388155425119,228,84.84,2,1,1,114.0,0.0001701258931609391,84.84,228.0,5.4099380562092566e-05
17028J,INCENSE BAZAAR PEACH,General Gifts,0.42,0.0,6,2.52,1,1,1,6.0,0.0001701258931609391,2.52,6.0,2.7049690281046283e-05
17033,"BROCADE PURSE,SMALL ARCH BUTTON",Accessories,0.2852941176470588,0.01896348323027071,3279,867.55,68,58,1,48.220588235294116,0.009867301803334467,14.957758620689654,56.53448275862069,0.0018393789391111472
17038,PORCELAIN BUDAH INCENSE HOLDER,Storage & Bags,0.09225806451612904,0.013344081689237078,2624,232.4,30,21,2,87.46666666666667,0.003572643756379721,11.066666666666666,124.95238095238095,0.0008114907084313884
17039,INLAID WOOD INCENSE HOLDER,Storage & Bags,0.27399999999999997,0.032547048173798894,3641,813.0899999999999,30,20,2,121.36666666666666,0.003402517863218782,40.6545,182.05,0.0008114907084313884
17061,ASSORTED SHAPED STENCIL FOR HENNA,General Gifts,0.04,0.0,52,2.08,1,1,1,52.0,0.0001701258931609391,2.08,52.0,2.7049690281046283e-05
17084A,TRANQUILITY MASALA INCENSE,General Gifts,0.21,0.0,442,92.82,18,14,1,24.555555555555557,0.0023817625042531474,6.63,31.571428571428573,0.00048689442505883305
