CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,NumInvoices,TotalUnits,TotalSpend,UniqueProducts,FavoriteStockCode,FavoriteProductDescription,FavoriteCategory,AvgOrderValue,RecencyDays,CustomerTenureDays,AvgUnitsPerInvoice,SpendPerProduct,PurchaseFrequency,RecencyRatio,DiversityRatio,TopCategoryShare,CategoryDiversity,Share_StorageBags,Share_GeneralGifts,Share_HomeDecor,Share_KitchenDining,Share_StationeryCrafts,CountryGroup,ValueSegment
12398,Switzerland,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1394,1635.6599999999999,85,21125,SET 6 FOOTBALL CELEBRATION CANDLES,Storage & Bags,1635.6599999999999,46,1,1394.0,19.24305882352941,1.0,46.0,0.06097560975609756,0.31420373027259685,7,0.31420373027259685,0.24748923959827834,0.054519368723098996,0.08895265423242468,0.15925394548063126,Europe,High
12399,Belgium,2010-03-05 08:45:00,2011-08-12 13:15:00,7,2198,1962.3,67,POST,POSTAGE,Storage & Bags,280.3285714285715,119,525,314.0,29.288059701492536,0.013333333333333334,0.22666666666666666,0.030482256596906277,0.4745222929936306,7,0.4745222929936306,0.2456778889899909,0.05505004549590537,0.06551410373066424,0.04367606915377616,Europe,High
12400,Australia,2010-10-21 13:45:00,2010-10-21 13:45:00,1,91,205.25,11,21790,VINTAGE SNAP CARDS,Storage & Bags,205.25,414,1,91.0,18.65909090909091,1.0,414.0,0.12087912087912088,0.4835164835164835,5,0.4835164835164835,0.08791208791208792,0.06593406593406594,0.0989010989010989,0.0,Rest of World,Low
12401,Belgium,2011-02-09 13:50:00,2011-02-09 13:50:00,1,11,84.3,5,15056BL,EDWARDIAN PARASOL BLACK,General Gifts,84.3,303,1,11.0,16.86,1.0,303.0,0.45454545454545453,1.0,1,0.0,1.0,0.0,0.0,0.0,Europe,Low
12402,Belgium,2010-02-07 12:41:00,2011-01-20 13:49:00,6,584,1256.9,43,POST,POSTAGE,Storage & Bags,209.48333333333335,323,347,97.33333333333333,29.230232558139537,0.01729106628242075,0.930835734870317,0.07363013698630137,0.6986301369863014,8,0.6986301369863014,0.125,0.018835616438356163,0.010273972602739725,0.010273972602739725,Europe,Medium
12403,Denmark,2010-07-06 11:39:00,2011-10-21 10:51:00,2,260,1019.36,5,84997D,POSTAGE,General Gifts,509.68000000000006,50,471,130.0,203.872,0.004246284501061571,0.10615711252653928,0.019230769230769232,0.6384615384615384,3,0.0,0.6384615384615384,0.0,0.0,0.007692307692307693,Europe,Medium
12404,Finland,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,63.24,1,ADJUST,Adjustment by john on 26/01/2010 16,General Gifts,63.24,682,1,1.0,63.24,1.0,682.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,Europe,Low
12405,Finland,2011-07-14 08:52:00,2011-07-14 08:52:00,1,857,1710.39,54,23241,TREASURE TIN GYMKHANA DESIGN,Storage & Bags,1710.39,149,1,857.0,31.67388888888889,1.0,149.0,0.06301050175029171,0.42123687281213534,6,0.42123687281213534,0.3208868144690782,0.10851808634772463,0.004667444574095682,0.060676779463243874,Europe,High
12406,Denmark,2010-01-11 14:04:00,2011-11-17 19:22:00,5,3416,6390.36,114,21833,CAMOUFLAGE LED TORCH,General Gifts,1278.0720000000001,22,675,683.2,56.05578947368421,0.007407407407407408,0.03259259259259259,0.03337236533957846,0.35392271662763464,8,0.3363583138173302,0.35392271662763464,0.12822014051522249,0.07611241217798595,0.00351288056206089,Europe,High
12407,Belgium,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1416,1708.1200000000001,57,POST,POSTAGE,General Gifts,341.62399999999997,50,214,283.2,29.96701754385965,0.02336448598130841,0.2336448598130841,0.04025423728813559,0.2796610169491525,8,0.2365819209039548,0.2796610169491525,0.02401129943502825,0.1016949152542373,0.2598870056497175,Europe,High
12408,Belgium,2010-07-29 13:27:00,2011-11-07 12:27:00,8,2229,4340.7699999999995,104,POST,POSTAGE,Storage & Bags,542.5962499999999,33,465,278.625,41.738173076923076,0.017204301075268817,0.07096774193548387,0.04665769403319874,0.5091969493046209,8,0.5091969493046209,0.24181247196052041,0.010767160161507403,0.08838043965903992,0.03230148048452221,Europe,High
12409,Switzerland,2010-05-23 15:21:00,2011-09-22 10:38:00,7,13143,23419.29,177,20719,WOODLAND CHARLOTTE BAG,General Gifts,3345.612857142857,79,486,1877.5714285714287,132.31237288135594,0.01440329218106996,0.16255144032921812,0.013467244921250857,0.32184432777904587,9,0.32184432777904587,0.22612797686981664,0.14859621091075098,0.12341170204671688,0.10089020771513353,Europe,High
12410,Switzerland,2010-07-25 13:26:00,2011-02-04 10:39:00,3,341,1013.71,36,POST,POSTAGE,General Gifts,337.9033333333333,309,193,113.66666666666667,28.158611111111114,0.015544041450777202,1.6010362694300517,0.10557184750733138,0.6011730205278593,7,0.07624633431085044,0.6011730205278593,0.03519061583577713,0.11143695014662756,0.03519061583577713,Europe,Medium
12411,Australia,2010-10-26 09:25:00,2010-10-26 09:25:00,1,138,346.9,22,22139,RETROSPOT TEA SET CERAMIC 11 PC,Storage & Bags,346.9,410,1,138.0,15.768181818181818,1.0,410.0,0.15942028985507245,0.5289855072463768,5,0.5289855072463768,0.21739130434782608,0.0,0.043478260869565216,0.0,Rest of World,Low
12412,Denmark,2010-06-18 13:22:00,2011-09-26 10:16:00,6,1997,2596.93,82,POST,POSTAGE,General Gifts,432.82166666666666,75,464,332.8333333333333,31.669878048780486,0.01293103448275862,0.16163793103448276,0.041061592388582875,0.2909364046069104,9,0.2198297446169254,0.2909364046069104,0.06409614421632448,0.11066599899849774,0.024036054081121683,Europe,High
12413,France,2010-11-02 13:26:00,2011-10-04 09:00:00,4,319,999.45,41,POST,POSTAGE,Storage & Bags,249.8625,67,335,79.75,24.376829268292685,0.011940298507462687,0.2,0.12852664576802508,0.4952978056426332,7,0.4952978056426332,0.1536050156739812,0.06896551724137931,0.13166144200626959,0.07523510971786834,Europe,Medium
12414,Austria,2010-09-02 12:22:00,2011-05-06 14:51:00,6,495,952.41,21,POST,POSTAGE,General Gifts,158.73499999999999,217,246,82.5,45.35285714285714,0.024390243902439025,0.8821138211382114,0.04242424242424243,0.2909090909090909,7,0.1696969696969697,0.012121212121212121,0.09090909090909091,0.0,0.2909090909090909,Europe,Medium
12415,Australia,2010-06-30 08:30:00,2011-11-15 14:22:00,28,91447,144458.37,498,22629,DOLLY GIRL LUNCH BOX,Storage & Bags,5159.2275,24,503,3265.964285714286,290.0770481927711,0.055666003976143144,0.04771371769383698,0.005445777335505812,0.27140310781108185,9,0.27140310781108185,0.24346342690301487,0.050510131551609126,0.13753321596115783,0.10822662307128719,Rest of World,High
12416,Australia,2010-02-21 10:19:00,2010-02-21 10:19:00,1,132,202.56,11,84849D,HOT BATHS SOAP HOLDER,General Gifts,202.56,657,1,132.0,18.414545454545454,1.0,657.0,0.08333333333333333,0.6363636363636364,4,0.18181818181818182,0.6363636363636364,0.0,0.09090909090909091,0.0,Rest of World,Low
12417,Belgium,2009-12-06 10:30:00,2011-12-06 14:52:00,20,2890,6816.91,270,POST,POSTAGE,General Gifts,340.8455,3,730,144.5,25.247814814814813,0.0273972602739726,0.00410958904109589,0.09342560553633218,0.24290657439446367,9,0.1961937716262976,0.17128027681660898,0.03494809688581315,0.24290657439446367,0.22664359861591696,Europe,High
12418,Switzerland,2010-03-19 14:47:00,2011-08-19 11:08:00,4,1088,2021.2,90,48138,BANQUET BIRTHDAY  CARD,General Gifts,505.3,113,517,272.0,22.45777777777778,0.007736943907156673,0.218568665377176,0.08272058823529412,0.36213235294117646,8,0.050551470588235295,0.36213235294117646,0.11029411764705882,0.1130514705882353,0.04779411764705882,Europe,High
12419,Spain,2010-10-22 10:40:00,2010-11-19 10:04:00,2,231,503.01,23,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,Kitchen & Dining,251.505,386,27,115.5,21.87,0.07407407407407407,14.296296296296296,0.09956709956709957,0.30303030303030304,7,0.05194805194805195,0.15151515151515152,0.27705627705627706,0.30303030303030304,0.0,Europe,Medium
12420,Cyprus,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,29,22066,LOVE HEART TRINKET POT,Home Decor,600.39,64,1,345.0,20.70310344827586,1.0,64.0,0.08405797101449275,0.6202898550724638,6,0.1536231884057971,0.034782608695652174,0.6202898550724638,0.05217391304347826,0.0,Europe,Medium
12421,Spain,2010-07-22 13:57:00,2011-11-24 09:07:00,6,652,1098.6,44,POST,POSTAGE,Storage & Bags,183.1,16,489,108.66666666666667,24.968181818181815,0.012269938650306749,0.032719836400818,0.06748466257668712,0.3619631901840491,8,0.3619631901840491,0.17484662576687116,0.2223926380368098,0.07515337423312883,0.024539877300613498,Europe,Medium
12422,Switzerland,2009-12-18 12:44:00,2011-09-05 09:48:00,17,2596,5231.8,137,POST,POSTAGE,Storage & Bags,307.7529411764706,96,625,152.7058823529412,38.18832116788321,0.0272,0.1536,0.052773497688751926,0.5778120184899846,7,0.5778120184899846,0.2041602465331279,0.15408320493066255,0.02234206471494607,0.01848998459167951,Europe,High
12423,Belgium,2010-08-31 09:31:00,2011-12-09 10:10:00,10,1793,2622.39,128,POST,POSTAGE,Storage & Bags,262.239,1,465,179.3,20.487421875,0.021505376344086023,0.002150537634408602,0.07138873396542109,0.2498605688789738,9,0.2498605688789738,0.21639709983268265,0.1561628555493586,0.13943112102621305,0.06692693809258227,Europe,High
